id,headline,text
uid-23,Rein In Fannie Mae -- Before It's Too Late,"The Wall Street Journal recently reported that Fannie Mae has threatened several large financial services firms that had opposed Fannie's interests in Congress. According to statements by the CEOs of AIG, Wells Fargo and GE Capital Services, they, or their firms, were told that Fannie would withdraw its business from them if they remained active in FM Watch, an organization that seeks to limit Fannie's expansion beyond its traditional role in the secondary mortgage markets. Fannie's chairman Franklin Raines, as well as a Fannie spokeswoman, have both denied that such threats were made, but when CEOs of major companies go public with statements of this gravity they must be taken seriously.</br></br>This is not an ordinary commercial dispute, since Fannie Mae is not an ordinary company. Along with its smaller cousin, Freddie Mac, Fannie enjoys a government charter authorizing it to help create liquidity in the residential mortgage markets by purchasing mortgages from banks and others and guaranteeing mortgage-backed securities. Although both Fannie and Freddie are now listed on the New York Stock Exchange, they have so many links to government -- including a special line of credit at the Treasury -- that they are called government-sponsored enterprises, or GSEs.</br></br>As a result, the capital markets do not believe they will be allowed to fail, and provide them with financing at a rate only slightly higher than the Treasury's own borrowing costs. With this government backing and financial advantage, Fannie and Freddie have grown to enormous size and profitability. Today, they carry on their books the credit risk of over 40% of all residential mortgages in the U.S. and are by far the most dominant players in the residential mortgage markets. It is fair to say that if a company is denied the opportunity to sell its mortgages to Fannie or Freddie, or the opportunity to underwrite or deal in Fannie or Freddie securities, it will suffer serious financial harm.</br></br>If Mr. Raines or Fannie did threaten these companies, that is the reason why his threat was menacing. Fannie Mae is to the residential mortgage markets what Microsoft is to computers, with one major exception: Fannie enjoys government backing. Fannie's market power derives from its government connection -- from the fact that it holds, in effect, a government monopoly. A threat from Fannie's chairman, then, is roughly equivalent to the chairman of the Federal Reserve Board threatening to ruin a bank that opposes the Fed in Congress. Such a threat would be seen as a serious matter, out of order for a government official and considerably more serious than the threats that Microsoft is alleged to have made against rivals.</br></br>This episode should alert us to dangers inherent in GSEs. They are sometimes praised as providing private-sector efficiency in the pursuit of government policies, without direct government expenditure. Unfortunately, the true costs are hidden or deferred. In the mid-1980s, Congress had to spend billions to bail out the Farm Credit System, another GSE. And the costs are often not simply financial. While we value the aggressiveness and efficiencies of private enterprises in their pursuit of profit, when these characteristics are hitched to the power of the government through a government-granted monopoly, they can dominate and distort otherwise competitive markets."
uid-24,World Business (A Special Report): Rankings --- The Global Giants: Annual survey shows U.S. Firms have gained ground,"The bull market in American stocks has given the U.S. a higher profile in the rankings of the world's largest companies and financial institutions.</br></br>Based on stock-market value, 44 of the world's 100 largest companies this year are American, up from 39 last year. Though Nippon Telegraph & Telephone Corp. holds the No. 1 spot for the third year in a row, the number of Japanese representatives fell to 27 from 37 last year, reflecting in a large part the weak Tokyo stock market.</br></br>General Electric Co., at No. 3, remains the largest U.S. company. It's followed by Exxon Corp. and AT&T Corp., which each climbed two spots, and Coca-Cola Co., which jumped seven places.</br></br>Among companies making big moves in the rankings, no group outdid U.S. technology stocks. Intel Corp. jumped to No. 19 from No. 55, while Microsoft Corp. climbed 23 slots to No. 20. Hewlett-Packard Co. rocketed to No. 30 from No. 81.</br></br>Most Japanese companies fell in this year's rankings. Toyota Motor Corp. slipped three places, to No. 7; Mitsubishi Bank Ltd., five places, to No. 10; and Dai-Ichi Kangyo Bank Ltd., six spots, to No. 18."
uid-25,The Dismal Science: The Best Way to Give Business a Boost,"Today, the Bush administration and Congress will start squinting their collective eyes at a bunch of proposals to cut taxes on business. They are responding to the fact that the current economic weakness started back with a steep fall-off in business investment. That fall-off has likely accelerated after Sept. 11, and their hope is to produce a tax package that will encourage capital spending.</br></br>The two hottest ideas at the moment are speeding up depreciation on plant and equipment, as well as a cut in the corporate income tax rate. Both are sensible for establishing conditions for economic growth, although both ideas could be improved upon:</br></br>-- Faster depreciation or, even better, immediate expensing.</br></br>Currently, business investment cannot be fully expensed in the year it is made, but must be depreciated over time. Depending on asset class, that time can be anywhere from several years to almost three decades. This delay leaves the value of the write-off exposed to twin evils: losses in the time value of money (a dollar in hand is worth more than a dollar promised) and losses due to inflation. If, however, businesses could write-off the entire value of a capital investment in the year it is undertaken -- expense the investment -- the erosion and risk associated with long depreciation schedules would disappear.</br></br>If immediate expensing weren't possible, even faster depreciation would reduce those dangers. Either way, capital investment would look more attractive to business and, accordingly, more such investment would be undertaken. This could be the start of a virtuous cycle in which more capital formation increases labor productivity that, in turn, raises wages."
uid-26,Entitlements Overhaul Proposed: Garn Urges Overhauling Entitlements Programs,"WHITE SULPHUR SPRINGS, W.VA., June 17���The chairman of the Senate Banking Committee, challenging his congressional colleagues to put up or shut up on the budget deficit, today proposed a gradual overhaul of entitlement programs as a primary means of reducing deficit spending and lowering interest rates.</br></br>Sen. Jake Garn (R-Utah), in an address to the D.C. Bankers Association, chided both Democrats and Republicans for blaming each other for deficits that have accumulated over three decades. Garn said he sees no useful purpose in such an exercise because it provides no solutions. The answer is a long-term structural change in federal entitlement programs. he suggested.</br></br>""We simply have provided more benefits over the years than taxes we have provided to pay for them,"" Garn said of the entitlement programs. which he cited as the primary budget problem.</br></br>It is unlikely that the budget can be balanced any time soon, ���but you can start trimming the growth,�۝ Garn declared. ���When you start taking some of those actions, then I think we will see a dramatic reduc-</br></br>Mindful that he might be accused of proposing solutions that could hurt the poor, the elderly and minorities, Garn quickly pointed out that it is not necessary to penalize those groups in order to accomplish his aim."
uid-27,New-Home Sales Drop,"New-home sales fell for the fourth-straight month in August to the lowest level in a half year as the bursting of the housing bubble continues to plague the U.S. economy.</br></br>Sales fell by 2.3% on a monthly basis to a seasonally adjusted annual rate of 295,000, the Commerce Department said Monday. It was the weakest pace in six months and the seventh-worst month on records dating to 1963.</br></br>The results, however, were in line with forecasts, and July's results were revised upward slightly to a rate of 302,000. Compared with a year earlier, when new-home sales hit a record-low pace of 278,000, new-home sales were up 6.1%.</br></br>August was an especially weak month for the new-homes market for several reasons. Turmoil in financial markets after Standard & Poor's unprecedented downgrade of U.S. debt, fears of a renewed recession and Hurricane Irene all combined to keep buyers away.</br></br>Given all those negative factors, ""we are moderately relieved at this number,"" wrote Ian Shepherdson, chief U.S. economist at High Frequency Economics. ""Still, the market is dead, and even record-low mortgage rates are not doing anything to help."""
uid-28,"A Trying Year, by The Numbers; Recession Hit the Region in a Big Way in '08, Driving Down Sales and Prices","By any measure, 2008 was a brutal year for the local real estate market, as gains made during the housing boom continued to unravel.</br></br>Home sales fell throughout the region as credit dried up and buyers fearful of an increasingly uncertain job market sat on the sidelines. No local jurisdiction except the District was spared from falling home prices, and some of the hardest hit Zip codes in the suburbs had declines of more than $100,000.</br></br>Region-wide, the median sales price for single-family houses and townhouses fell 8 percent, to $382,500 from $417,000, in 2007, according to a Washington Post analysis of government sales records. The median price for condominiums also fell 8 percent, to $268,000 from $289,900. The median is the point at which half the homes cost more and half cost less.</br></br>The economic events of the year played out in every segment of the market. The wave of distressed sales -- those homes sold by banks or by homeowners facing foreclosure -- dragged down prices at the lower end. Meanwhile, the stock market's dive in 2008, 38 percent as measured by the Standard & Poor's 500-stock index, kept wealthier home shoppers from committing to purchases at the higher end, real estate agents said.</br></br>""It was depressing,"" said Mark Smith, a real estate agent with Coldwell Banker Residential Brokerage in Gaithersburg. ""We saw an increase of properties coming on the market, a decrease of credit flowing to what banks consider 'marginally qualified people' and an increase in short sales and foreclosures."""
uid-29,Consolidated Oil Says Offer to Swap Debt Fell Short of Goal,"DENVER -- Consolidated Oil & Gas Inc. said the response to its exchange offer for its debentures outstanding fell short of the company's goal, and that as a result it could face serious financial difficulties in the spring.</br></br>The oil and gas exploration company said about $15.7 million, or 37%, of its debentures outstanding had been tendered in exchange for a new series of 6% senior secured notes, due 1994, and series 1986 common stock purchase warrants. The offer, which expired Sept. 12, originally was contingent on 65% of the debentures outstanding being tendered. The debentures outstanding are in six series with interest rates from 8% to 12%.</br></br>The company said the tendered debentures would result in savings of about $800,000 a year in interest payments. It had said it hoped to save $1.6 million from the exchange offer. Consolidated said that if oil and gas prices don't improve significantly by the time ""substantial"" interest payments come due in late May and early June, it may have to consider seeking protection from creditors under Chapter 11 of the federal Bankruptcy Code.</br></br>A Consolidated official said the exchange offer ""gets us through the problems we have right now,"" and allows it to make interest payments that had been deferred on two of its debenture series. It said it expects to make the payments in two or three weeks.</br></br>Harry A. Trueblood, Consolidated's president, said the company can pay interest on its debentures through this year ""but 1987 fiscal-year requirements are an entirely different matter."""
uid-30,"Crude Steady Ahead of Bernanke, Obama Speeches","NEW YORK--Crude futures were nearly flat as traders waited for more clues on how policy makers will act to spur the economy.</br></br>Light, sweet crude for October delivery was up 16 cents, or 0.2%, at $89.50 a barrel in early trade on the New York Mercantile Exchange. Brent crude on the ICE futures exchange edged 0.2% higher at $115.97 a barrel.</br></br>After rising to one-month highs Wednesday, oil futures are holding steady ahead of speeches by Federal Reserve Chairman Ben Bernanke and President Barack Obama. The U.S. officials are expected to provide some indications of how the government will tackle stalled economic growth.</br></br>The fate of the broader economy has become the main driver of crude prices in recent weeks. Traders are concerned that Europe's debt crisis could push major economies back into recession, hurting oil demand.</br></br>Oil futures have followed the stock market as a proxy for economic growth expectations."
uid-31,DIO BWednesday. i\ftty,tWM  
uid-32,"List Turns Mixed, Shade on Upside: Good Economic News Ford, GM Gain Large-Block Trades","NEW YORK, Feb. 7���The stock market�۪s latest rally attempt almost ran out of friends today, but the list managed to hold on to its first over-all gain in eight trading days. Volume declined for the fourth straight day. *	*----------------------------1</br></br>The softness, which moved in during the second half of the four-hour session, was especially evident in blue chip stocks. The Dow Jones industrial average was the only major indicator to finish with a loss on the day. closing down 1.33 points at 859.92.</br></br>92.06	and the New York Stock Exchange index was ahead 0.08 point to 51.52. Volume ran ahead of Tuesday's pace while the market was rising in the morning, then fell back before the close. At the finish. 8.38 million shares had traded, down from 8.56 million in the previous session and, again, the lowest since 7.77 million on Columbus Day, Oct. 12.</br></br>Advances moved ahead of declines for the first time in eight sessions, but they had lo hold on to do it. At the market�۪s best levels, the winners led the losers by more than 300 stocks, but at the close, there were 637 slocks up and 572 down, compared with 626 losers and 593 winners on Tuesday. New 1967-8 highs rose to 22 from 18 and new lows slipped to 25 from 28.</br></br>The market was treated to some good economic news, but analysts said the activity was still based strongly on technical factors, with attention riveted on the international scene."
uid-33,Stocks Tumble On Iraq News: U.S. Bonds Tumble on Iraq News,"NEW YORK. July 14 W The Stock Market suffered its worst drop of the year today as a revolution in Iraq caused general selling.</br></br>International oils were hardest hit, ending with losses running from SI to about S4 a share. Other sections of the list recorded smaller losses.</br></br>Trading was fairly active with volume for the day amounting to 2.540,000 shares compared with 2,400,000 Friday.</br></br>NEW YORK, July 14 <#> United States Government bonds dropped sharply in quiet trading today as a result of the pro-Nasser coup in Iraq. Losses ranged out to 1% points among some of the recent issues.</br></br>Corporate securities were lower on balance in a day of lackluster trading. Utilities and industrials were sharply lower, while rails, investment quality issues and foreign dollar bonds shaded higher."
uid-34,ROUNDUP,"Sales of U.S.-made cars during the first 10 days of August plummeted 20.7 percent from year-ago levels, automakers said. During the period, Chrysler's car sales plummeted 38.6 percent, sales of GM's domestically made cars dropped 22.2 percent and Ford posted a 21.3 percent decline in car sales.</br></br>Sun Microsystems, the leading U.S. supplier of computer workstations, said it has received a letter from Texas Instruments alleging that a ""substantial"" number of Sun's products infringe on TI patents. Sun also disclosed that a tentative agreement reached with IBM to resolve an earlier patent dispute calls for the two companies to enter into a five-year cross-licensing agreement. Both disclosures were made in a registration statement filed with the SEC.</br></br>Chrysler Chairman Lee Iacocca confirmed that the firm had talked with Renault, Volvo and Fiat but said he didn't expect a full merger to take place. There has been speculation that Fiat would buy a stake in Chrysler, but Iacocca said no such arrangement is imminent.</br></br>Wheeling-Pittsburgh Steel reached a tentative labor accord with negotiators for 5,500 union employees and agreed to a settle claims stemming from eight-year-old wage concessions. The union had planned to strike tomorrow if an agreement had not been reached.</br></br>Jiffy Lube proposed a 1-for-10 reverse stock split that it hopes will increase the value of its shares and strengthen the struggling company financially. Shareholders will vote on the proposal at the company's annual meeting Sept. 6."
uid-35,Activist Quits Job in Political Dust-Up,"Veteran Ward 8 political activist Philip E. Pannell finally found work after 19 months in the unemployment wilderness. But after just three weeks on the job, Pannell resigned in anger, accusing his new employer -- a nonprofit organization that serves public charter schools -- of improperly forbidding him to campaign against Ward 7 council member Kevin P. Chavous.</br></br>The way Pannell tells it, he was hired in late May to serve as outreach coordinator for the PCS Center for Student Support Services, which informs D.C. residents about education options in the public school system.</br></br>Three days after he started work, the center's executive director, Eve Brooks, got a call from an aide to Chavous, who chairs the council's education committee.</br></br>The aide informed Brooks that Chavous was ""really angry that I'd been hired,"" Pannell said. Pannell has long maintained an adversarial relationship with Chavous. Most recently, he helped engineer a takeover of the Ward 7 Democrats on behalf of Vincent Gray, Chavous's strongest challenger in the Sept. 14 Democratic primary.</br></br>Pannell said Brooks told him to be careful because ""Chavous is a good friend of charter schools."" Pannell said Brooks also threatened to fire him ""if I find out you're doing anything for Vince Gray."""
uid-36,"Blue Chips Drop 77.50; Bonds Climb ---- Decline, Led by Banks, Seen as Pause in Rally","Investors caught their breath after an eight-day Wall Street rampage, pushing stocks down and bonds up in what many traders viewed as a temporary pause in the stock rally.</br></br>The Dow Jones Industrial Average fell 77.50, or 0.86%, to 8897.96. Sharp gains by technology stocks including Dell Computer and Internet-related stocks pushed the tech-heavy Nasdaq Composite Index up 4.49, or 0.24%, to 1861.05.</br></br>Treasury bonds bounced back after taking a beating during last week's push toward stocks, and the dollar gained. The 30-year bellwether Treasury bond gained 1 13/32, or $14.0625 per $1,000 bond, pulling the yield (which moves opposite to the price) back to 5.288%. The bond market and most banks are closed tomorrow for Veterans Day, although the stock market remains open.</br></br>""It was a light-volume day where you just saw some profit-taking in stocks,"" said Robert Harrington, co-head of listed block trading at PaineWebber.</br></br>William Meehan, chief market analyst at Cantor Fitzgerald, noted that bond investors worried last week that the Federal Reserve might not cut interest rates this month; he said that worry spread to stock investors this week."
uid-37,Economic Optimism Lifts Euro,"NEW YORK -- The euro eked out an advance against the dollar as investors turned modestly optimistic about the pace of the global economic recovery, despite lingering concerns over the euro-zone debt crisis.</br></br>Unconfirmed reports of strong Chinese export figures boosted currencies closely tied to global economic growth, while Federal Reserve Chairman Ben Bernanke's cautiously optimistic tone on the U.S. economy also supported the rally.</br></br>But a late-afternoon slip in U.S. stocks threw cold water on the run-up in riskier currencies, and investors likely pared their euro holdings ahead of Thursday's meeting of the European Central Bank, said Ron Leven, currency strategist at Morgan Stanley in New York. The central bank isn't expected to increase its target rates. Still, investors will listen closely for details on how the bank is dealing with issues related to euro-zone sovereign debt.</br></br>As investors took risk off the table in late afternoon, the dollar hit an intraday low against the yen. The Japanese currency tends to strengthen when investors unwind bets on higher-yielding currencies.</br></br>By late afternoon in New York, the euro was at $1.1987, compared with $1.1947 late Tuesday in New York. The dollar was at 91.17 yen from 91.39 yen. The euro was at 109.28 yen from 109.18 yen. The U.K. pound strengthened to $1.4533 from $1.4426. The dollar weakened to 1.1478 Swiss francs, from 1.1527 francs."
uid-38,Pressure Grows to Cut Taxes in '98: Budget Deal Could Shaft If...,"As a strong economy continues to drive down the federal deficit, pressure is building in both parties to recast last summer�۪s balanced budget deal to make room for additional tax cuts and domestic spending to gain advantage in the 1998 midterm elections.</br></br>Although the White House has decided against offering any major proposals to cut or simplify taxes in President Clinton�۪s State of the Union address next month and forthcoming budget, a senior administration official said this week all that could change if the deficit picture continues to improve.</br></br>���We�۪re not ruling out further steps in tax reform or changes later in the year,"" said Gene Sperling, head of the White House National Economic Council ���Well look at a number of things, but as always the key issue is how you would pay for it and whether it meets the president�۪s guidelines for fairness.""</br></br>Republicans, for their part, have resisted until now efforts to change the budget agreement to allow for more spending for highways and GOP priorities. But with the economy continuing to improve���and the election campaign soon upon them���House Speaker Newt Gingrich (R-Ga.) and other leaders have begun speculating how they might spend future surpluses. -; ��_,</br></br>Congress and the Clinton administration have plenty of ideas for more spending and tax relief���including elimination of the ���marriage penalty�۝ for couples who file jointly arid jre-duction in die burden of the payroll tax���in the event the government finds itself within striking distance of a surplus in the coming months.'."
uid-39,The Psychology Of Inflation: Restraining the Psychology of Inflation,"Etzicrni, director of the Canter for Policy Ttesearcli in Neto York, is a sociology professor at Columbia. University and holds a master�۪s degree in economics.</br></br>AS ECONOMISTS begin packing up their ideas for President Ford�۪s Sept. 27 ���summit�۝ conference on the economy, one of the few things they can agree on is that the problem of inflation is, to a significant extent, psychological.</br></br>What fuels the dangerous upward spiral of prices, in other words, is not only the rising cost of food and oil and other forces, as vital ns these factors may be. Also at work is hie fact that several years of accelerating price increases for practically everything, from candy bars to cars, have deeply changed Americans' expectations about the economy. Specifically, what most people now expect are ever higher price tags, and, in economic matters, that has a way of becoming a self-fulfilling prophecy.</br></br>Thus the experts may argue about whether inflation will be two-digit or one, whether wholesale prices will rise less rapidly than retail quotes, whether inflation may slow somewhat in the fourth quarter. But most of this is lost on consumers. They see more inflation, and they act on what they see.</br></br>More affluent citizens have reacted by scrambling to invest in anything that looks like it might be an inflation ���hedge,�۝ something whose value hopefully would rise more rapidly than prices of everything else. They bought gold coins and silver bars, land and stamps, objects of art and antiques, and what they expected of course happened: They drove up the prices of these objects faster than the general rise in the cost of living."
uid-40,Inflation continued cool in September while consumer spending warmed up,"WASHINGTON -- Inflation remained tame last month while consumers started showing a bit more spending enthusiasm after a listless summer.</br></br>Friday's official economic reports seemed to confirm the growing consensus that price pressures remain in check despite tight labor markets, while the economy is growing at a modest pace.</br></br>""The bottom line is that this still looks like the best-of-all-worlds economy,"" said Edward Yardeni, economist at Deutsche Morgan Grenfell. ""We're still seeing respectable spending by consumers and at the same time we have very moderate inflation.""</br></br>Producer prices, which manufacturers and other producers charge distributors and retailers, rose just 0.2% in September, compared with a modest 0.3% increase in August, the Labor Department said. For the third quarter, wholesale prices for finished goods rose at a 2.2% annual rate, compared with 1.9% in the second quarter. The September consumer price index, which measures prices that retailers and distributors charge consumers, will be released on Wednesday.</br></br>""We've had capacity increases and slowing demand,"" said J.A. Parsons, executive vice president of Willamette Industries Inc., a Portland, Ore., maker of corrugated containers. Willamette actually cut prices about 8% in the third quarter, helping push profit down despite a 6% increase in sales."
uid-41,Tokyo: U.S. Workers Outproduce Japanese: Report Follows Criticism of Americans,"TOKYO, Jan. 7���The diligence, quality and productivity of American workers won a ringing endorsement today from an unlikely source: the government of Japan.</br></br>Japan's Ministry of Labor issued a detailed report showing that Americans rate higher in productivity and in buying power per hour of labor than workers in Japan or in the three biggest West European countries.</br></br>""We issued this document on the theory that, if we�۪re going to be talking about productivity, we ought to have the objective facts,�۝ said Labor Minister Tetsuo Kondo.</br></br>Over the past three weeks, Japanese politicians have caused a furor in the United States with public comments belittling American industry and workers.</br></br>The Japanese leaders apologized to the United States after their comments were reported in the West. But they were expressing a fairly common view among Japanese politicians."
uid-42,Bias Cited in College Lending,"New York Attorney General Andrew Cuomo says at least three student- loan companies may unfairly charge a uniformly higher rate to students at colleges with populations that are less affluent or include more minorities. Instead, Mr. Cuomo says the companies should base the rates on a family's credit rating.</br></br>He compared the practice to discriminatory ""redlining,"" when banks and other lending institutions offered less-favorable loan terms to residents of certain areas, such as inner-city neighborhoods. He identified Nelnet Inc., Lincoln, Neb.; Student Loan Xpress Inc., a unit of CIT Group Inc.; and Northstar Education Finance Inc., St. Paul, Minn., as firms that take the institution's information into account when making loans to students, such as the default rate of the school and the earnings history of graduates.</br></br>Mr. Cuomo's allegations ramp up a new front in his nationwide student-loan-industry investigation, which has exposed widespread payments from lenders to financial-aid officials that he says have compromised the advice offered to students. Congress is cracking down on such practices.</br></br>Taking institutional factors into account raises disclosure concerns, particularly since entering students aren't informed that ""by the way, which college you pick is a factor in what loan you get and what interest rate you pay,"" Mr. Cuomo said.</br></br>Lenders say that information can be an important tool when assessing a student's future ability to pay back debt. ""When you are making student loans, the collateral is the underlying education,"" measured by such factors as earning potential of its graduates, says Jamie Wolfe, Northstar's chief financial officer."
uid-43,CAPITAL: U.S. Is Back From the Precipice,"So is it over? Have governments in the U.S. and Europe finally found the cure? Has recession been averted?</br></br>No. We're still in for a rough recession, with U.S. unemployment, now at 6.1%, likely to rise above 8%, with all the misery that brings.</br></br>But it could be worse. For a few scary moments last week, governments began to take action to protect their own countries that made other countries worse off. It looked like the world economy was lurching uncomfortably close to conditions that precipitated the Great Depression. The newfound trans-Atlantic unity -- particularly the move by the U.K., then the rest of Europe and now the U.S., to give the banking system a taxpayer-funded transfusion -- has significantly reduced the odds of a really bad outcome. That alone is reason to be less panicky today than many were this time last week.</br></br>Paul Krugman, the newest Nobel laureate in economics, described in a CNBC interview Tuesday the latest government action as ""emergency battlefield medicine to keep the guy from bleeding to death."" That's no small accomplishment given how bad the wounds were. If the treatments work as intended, banks should resume lending at least to each other, a necessary step toward recovery.</br></br>The new U.S. plan ""is going to boost confidence that the most extreme downside risks have been diminished, but the damage has been done, and this isn't going to prevent the economy from being in recession and remaining weak for a while,"" Laurence Meyer, an economic forecaster and former Federal Reserve governor, said Tuesday. Exactly."
uid-44,Sales Gain But Show Slowdown,"Many of the nation�۪s large retailers posted record holiday season sales yesterday but gains reflected a slowdown in the rate of growth. Moreover, inflation accounted for some of the rise'.</br></br>20	per cent in the five weeks ended Dec. 29, to $481 mil: lion, and at a growth rat,e that topped November�۪s .19 per cent rise. That brought sales in the 11-month period ended with December to -a record $3.04 billion for Ward�۪s.</br></br>Executive vice president Sidney A. McKnight said cold weather, snow and the energy crisis boosted sales of tires, batteries, auto tune-ups, blankets, heavy outerwear, sweaters and heating equipment.</br></br>At Sears, Roebuck & Off., largest retailer in the nation, December sales volume was $1.87 billion, up 9.8 per cent from the same period in 1972, but slightly below a 10 per cent sales gain in November.</br></br>J. C. Penney Co., the second largest general merchandise 1 retailer, also posted a rate of gain in December that trailed both November and the full year�۪s average."
uid-45,MarketBeat / Market Insight From WSJ.com,"Options Action? Go With Gossip</br></br>---</br></br>August's Slow Time Awards Extra Torque to Rumors,</br></br>But Choppy Trading Can Mean Rallies Just Stall Out</br></br>Regulators have plunged headlong into battling rumor-mongering in the markets. But in the dog days of August, when trading activity is scant and news flow is thin, few things can make the options market hum like a little corporate gossip."
uid-46,"Senate Passes Banking Bill, Paving Way for Overhaul; House Backers Trying to Push Through Similar Measure","The Senate yesterday approved a bill that could pave the way for the most comprehensive overhaul of federal banking law in 50 years, giving banks and securities firms broad authority to venture into each others' businesses.</br></br>The legislation, which passed by a vote of 94 to 2, would gradually tear down barriers between banks and securities firms and force banks and other financial service companies to spell out in simple English the costs and potential interest income of checking and savings accounts, certificates of deposit and other products banks sell to the public.</br></br>The obstacle to the banking legislation has been the House, where opponents in the securities and the savings-and-loan industries have had a powerful ally in House Banking Committee Chairman Fernand J. St Germain (D-R.I.). Although the Senate passed banking deregulation legislation once before, in 1984, the House has never done so.</br></br>However, a growing block of House Democrats is attempting to bypass St Germain, seeking support for legislation similar to the Senate-passed package.</br></br>Rep. John Dingell (D-Mich.), chairman of the Committee on Energy and Commerce, which has jurisdiction over securities law, is allowing himself ""to be dragged kicking and screaming"" to the side of those supporting the Senate legislation, sources said. Dingell has been opposed to banking deregulation in the past."
uid-47,Dow Industrials Flirt With Peak On Latest Climb,"THE DOW JONES Industrial Average bypassed its high within minutes of the market open, then again near the close, but trimmed its gains to finish shy of the record.</br></br>The indicator, which tracks 30 blue-chip companies, posted an intraday high of 11728.46, up 5.48 points from its January 2000 peak. But on the day, the Dow industrials finished up 29.21 points, or 0.29%, at 11718.45, up 9.3% on the year.</br></br>Among the Dow average's strongest components were Caterpillar and General Motors. GM rose after Kirk Kerkorian's Tracinda, which owns 9.9% of GM's shares outstanding, said it was considering purchasing as many as 12 million more shares of the auto maker. Tracinda also said it supports an alliance between GM and Renault-Nissan.</br></br>However, the three names with the biggest influence weightings in the price-weighted Dow industrial average -- International Business Machines, Altria Group and Boeing -- all finished the day off less than 0.5%. Even modest gains at one or two of those companies would have sent the Dow industrial average over its record, which now stands just 4.53 points away, at 11722.98.</br></br>""The Dow is teasing everybody right now,"" said Kenneth Tower, chief market strategist at the online-brokerage firm CyberTrader."
uid-48,"How the Recovery Went Wrong; Of the 11 recoveries in the last 60 years, this one is at or near the bottom in job growth and every other economic indicator.","President Obama, in speech after speech, proudly makes the following point: Although we inherited the worst recession since the Great Depression, we have generated net new jobs every month, and while we need to do more, we are going in the right direction.</br></br>Of course, recoveries always go in the right direction--that is, things get better over time. But merely going in the right direction is an incredibly low performance standard. Moreover, since deep recessions are generally followed by more robust recoveries, this should have been one of the strongest recoveries ever.</br></br>So what went wrong? All the available Keynesian levers for achieving economic growth have been pulled, yet the recovery is one of the weakest since World War II. The problem lies with the way the ""stimulus"" was carried out, the uncertainty of looming higher taxes, and the antibusiness rhetoric and regulatory strong-arming of this administration.</br></br>First, exactly how weak has this recovery been? The Federal Reserve Bank of Minneapolis tracks economic performance for each recovery and compares gross-domestic-product growth and job growth, the two most important indicators of economic performance. Over the past 60 years, there have been 11 recessions and 11 recoveries.</br></br>Sadly, this recovery is near the bottom of all 11. Cumulative nonfarm job growth is just 1.9% 34 months into recovery, the ninth-worst performance and well below the average job growth of 6.5%. Cumulative GDP growth is just 6.8% 11 quarters into this recovery, less than half the average (15.2%) and the worst of all 11."
uid-49,"A Puzzling, Pleasing Nation; The Pope Will See an Often Impertinent but Promising Flock","To Pope Benedict, experts say, the U.S. Catholic Church is a bit like an adolescent: young and unpredictable.</br></br>There are bankrupt dioceses and empty seminaries -- yet tens of thousands of laypeople are stepping into the chasm to lead their churches.</br></br>One of every 10 American Catholics has left the faith -- yet close to half of U.S. Catholics attend Mass at least monthly.</br></br>Tens of thousands of traditional Catholics have clamored for tickets to the pope's Thursday Mass at Nationals Park, yet many more think he's too rigid -- or irrelevant.</br></br>""At the Vatican, there is an admiration for American religiosity,"" said Monsignor Lorenzo Albacete, a theologian. ""But there is a question whether American religiosity is strong enough. It appears to be, from the Vatican point of view, content-free, more spiritual high and emotion than a serious question as to what is true and what is not."""
uid-50,Lamb Chop,"MEMBERS OF Congress, who set their own pay, are caught between weaknesses. They want-and, we think, are entitled to-higher pay than they have the courage to vote for. Their way of choosing between the unpleasant alternatives over the years has been not to choose but to resort to subterfuge. The slipperiness of the system has become worse than the reality it is meant to hide.</br></br>The latest example has to do with a vote that Congress took in 1954 to forgive itself some taxes. It adopted a provision, still in effect, allowing each member to deduct as business expenses up to $3,000 a year of living expenses here in Washington. Inflation, of course, has greatly eroded the value of the deduction. In the House Ways and Means Committee, which is considering a bill to make ""technical corrections"" to the code, proposals have been made to lift and even remove the ceiling on the deductible amount.</br></br>The rationale for the 1954 provision is that it merely puts members of Congress on the same footing as all other taxpayers, who are allowed to deduct uncompensated travel, lodging and other such expenses when away from home on business. The congressmen are also said to be away from ""home,"" by which is meant their districts.</br></br>The trouble is that Washington is in fact where most members principally live. Business trips for them are the trips they regularly take back to their districts. The reason they don't want to make these deductible is that they've already given themselves allowances to cover most of the cost. The allowances are legitimate, but would make a deduction less valuable; it would be redundant.</br></br>A deduction for living costs in Washington has no such disadvantage. It is pure lamb chop; it puts congressmen on a very different footing from all other taxpayers. They can deduct things-the cost of everyday housing, food, the car-that the average citizen cannot."
